"PublisherIC";"PublisherName";"Region";"NumberOfEmployees"
27049;"Výzkumný ústav meliorací a ochrany půdy, v.v.i.";"Praha";100
52981;"Technické služby města Dvora Králové nad Labem";"Královéhradecký kraj";50
55069;"Střední škola řemesel a služeb Moravské Budějovice";"Kraj Vysočina";50
63410;"MĚSTSKÁ ČÁST PRAHA 1";"Praha";250
63517;"MĚSTSKÁ ČÁST PRAHA 3";"Praha";250
63703;"Městská část Praha 6";"Praha";250
64165;"Všeobecná fakultní nemocnice v Praze";"Praha";5000
64190;"Thomayerova nemocnice";"Praha";3000
64394;"Divadlo Na zábradlí";"Praha";50
68705;"Rehabilitační ústav Kladruby";"Středočeský kraj";250
70971;"Muzeum Jindřichohradecka";"Jihočeský kraj";25
73539;"Jihočeské muzeum v Českých Budějovicích";"Jihočeský kraj";50
81531;"Statutární město Ústí nad Labem";"Ústecký kraj";500
88404;"Galerie moderního umění v Hradci Králové";"Královéhradecký kraj";20
88455;"Správa Krkonošského národního parku";"Královéhradecký kraj";250
91138;"Muzeum Kroměřížska, příspěvková organizace";"Zlínský kraj";25
91758;"MKS Beseda, příspěvková organizace";"Kraj Vysočina";6
94927;"Národní ústav lidové kultury";"Jihomoravský kraj";50
95630;"Muzeum Beskyd Frýdek-Místek, příspěvková organizace";"Moravskoslezský kraj";50
98604;"Valašské muzeum v přírodě v Rožnově pod Radhoště";"Zlínský kraj";100
100595;"Slezské zemské muzeum";"Moravskoslezský kraj";100
101494;"Knihovna Jiřího Mahena v Brně, příspěvková organizace";"Jihomoravský kraj";100
121649;"Městské kulturní středisko Kyjov, příspěvková organizace města Kyjova";"Jihomoravský kraj";20
177016;"Český metrologický institut";"Jihomoravský kraj";250
213705;"Katastrální úřad pro Plzeňský kraj";"Plzeňský kraj";250
215678;"Krajský soud v Praze";"Praha";250
227277;"ÚTVAR KONCEPCE A ROZVOJE MĚSTA PLZNĚ, příspěvková organizace";"Plzeňský kraj";25
231151;"MĚSTSKÁ ČÁST PRAHA 12";"Praha";250
232904;"Město Týnec nad Sázavou";"Středočeský kraj";25
236021;"Město Čáslav";"Středočeský kraj";100
240338;"MĚSTSKÁ ČÁST PRAHA - KOLODĚJE";"Praha";6
241598;"MĚSTSKÁ ČÁST PRAHA 16";"Praha";100
245585;"Město Týn nad Vltavou";"Jihočeský kraj";50
249998;"Město Písek";"Jihočeský kraj";200
250805;"MĚSTO VIMPERK";"Plzeňský kraj";100
255661;"Město Klatovy";"Plzeňský kraj";100
260231;"Město Tachov";"Plzeňský kraj";100
260771;"MĚSTO NOVÝ BOR";"Liberecký kraj";100
261718;"Město Varnsdorf";"Ústecký kraj";100
262978;"STATUTÁRNÍ MĚSTO LIBEREC";"Liberecký kraj";500
266621;"STATUTÁRNÍ MĚSTO TEPLICE";"Ústecký kraj";250
269247;"Město Nový Bydžov";"Královéhradecký kraj";100
270211;"Město Chrudim";"Pardubický kraj";250
274046;"Statutární město Pardubice";"Pardubický kraj";500
279978;"Město Boskovice";"Jihomoravský kraj";100
282707;"Město Tišnov";"Jihomoravský kraj";100
283061;"Město Břeclav";"Jihomoravský kraj";250
287113;"MĚSTO BYSTŘICE POD HOSTÝNEM";"Zlínský kraj";100
295671;"Město Velké Meziříčí";"Kraj Vysočina";100
296759;"Město Jablunkov";"Moravskoslezský kraj";100
297313;"Město Třinec";"Moravskoslezský kraj";250
298077;"Město Kopřivnice";"Moravskoslezský kraj";200
299308;"Statutární město Olomouc";"Olomoucký kraj";1000
299529;"Město Šternberk";"Olomoucký kraj";100
361437;"CEKUS Chotěboř";"Kraj Vysočina";20
371041;"Galerie výtvarného umění v Náchodě";"Královéhradecký kraj";10
371815;"Městská knihovna s regionálními funkcemi v Trutnově";"Královéhradecký kraj";10
373222;"Janáčkova filharmonie Ostrava, příspěvková organizace";"Moravskoslezský kraj";100
373249;"Zoologická zahrada Ostrava, příspěvková organizace";"Moravskoslezský kraj";100
409316;"TRADE CENTRE PRAHA a.s.";"Praha";50
411949;"Centrum pobytových a terénních sociálních služeb Zbůch";"Plzeňský kraj";100
523925;"Intergovaná střední škola živnostenská, Plzeň, Škroupova 13";"Plzeňský kraj";50
528315;"Domov mládeže, internát a školní jídelna, Hradec Králové, Vocelova 1469/5";"Královéhradecký kraj";50
566756;"Střední škola umění a designu a Vyšší odborná škola Brno, příspěvková organizace";"Jihomoravský kraj";100
579017;"Domov důchodců Černožice";"Královéhradecký kraj";50
581101;"Vyšší odborná škola zdravotnická a Střední zdravotnická škola, Hradec Králové, Komenského 234";"Královéhradecký kraj";100
602035;"Střední škola zemědělská a zahradnická, Olomouc, U Hradiska 4";"Olomoucký kraj";50
638811;"Dům dětí a mládeže Stodůlky";"Praha";25
829838;"Nemocnice Jablonec nad Nisou, p.o.";"Liberecký kraj";500
839043;"Služby města Moravský Krumlov, příspěvková organizace";"Jihomoravský kraj";25
839396;"Nemocnice Třebíč, příspěvková organizace";"Kraj Vysočina";1000
842893;"Střední průmyslová škola Hranice";"Olomoucký kraj";50
843407;"Střední průmyslová škola strojnická Vsetín";"Zlínský kraj";50
845451;"Statutární město Ostrava";"Moravskoslezský kraj";3000
848301;"Základní škola a Mateřská škola T. G. Masaryka Bílovec, Ostravská 658/28, příspěvková organizace";"Moravskoslezský kraj";50
857611;"Základní škola T.G.Masaryka, Náchod, Bartoňova 1005";"Královéhradecký kraj";50
868256;"Poliklinika Tachov, příspěvková organizace";"Plzeňský kraj";50
874663;"Domov Modrý kámen, poskytovatel sociálních služeb";"Liberecký kraj";50
874736;"Domov U Anežky, poskytovatel sociálních služeb";"Středočeský kraj";50
3630919;"Státní pokladna Centrum sdílených služeb, s. p.";"Praha";100
14450542;"Východočeské muzeum v Pardubicích";"Pardubický kraj";50
14802201;"Střední odborné učiliště, Nové Strašecí , Sportovní 1135";"Středočeský kraj";50
14891239;"Střední průmyslová škola na Proseku";"Praha";100
24210137;"Mělnické kulturní centrum, o.p.s.";"Středočeský kraj";25
24745391;"Edenred CZ s.r.o.";"Praha";100
25205625;"VODÁRNA PLZEŇ a.s.";"Plzeňský kraj";250
25391330;"Teplo Těšín a.s.";"Moravskoslezský kraj";25
25582518;"Veletrhy Brno, a.s.";"Jihomoravský kraj";250
25583140;"Technické služby Holešov, s.r.o.";"Zlínský kraj";50
26016541;"Městské služby Písek s.r.o.";"Jihočeský kraj";100
26233771;"Valašskokloboucké služby s.r.o.";"Zlínský kraj";25
26361078;"Domažlická nemocnice, a.s.";"Plzeňský kraj";250
26463318;"OTE, a.s.";"Praha";50
27114112;"SNEO, a.s.";"Praha";100
27502988;"ÚDRŽBA SILNIC Královéhradeckého kraje a.s.";"Královéhradecký kraj";250
27661989;"Krajská nemocnice T. Bati, a. s.";"Zlínský kraj";2500
28495306;"Poliklinika Prosek a.s.";"Praha";200
28746503;"Silnice LK a.s.";"Liberecký kraj";200
41693205;"ČESKÁ INSPEKCE ŽIVOTNÍHO PROSTŘEDÍ";"Praha";500
42727201;"Domov seniorů Dobříš, příspěvková organizace";"Středočeský kraj";25
44065795;"Základní umělecká škola Náměšť nad Oslavou, okres Třebíč";"Kraj Vysočina";20
44846291;"Zdravotnické zařízení městské části Praha 4";"Praha";50
44940343;"Základní škola Lipník nad Bečvou, ulice Osecká 315, okres Přerov, příspěvková organizace";"Olomoucký kraj";25
45234370;"Pedagogicko-psychologická poradna, Ostrava-Zábřeh, příspěvková organizace";"Moravskoslezský kraj";25
45249130;"CENIA, česká informační agentura životního prostředí";"Praha";50
45333009;"Zdravotnická záchranná služba Plzeňského kraje, příspěvková organizace";"Plzeňský kraj";500
46356983;"Vodovody a kanalizace Mladá Boleslav, a.s.";"Středočeský kraj";200
46709584;"Kabelová televize Kadaň, a.s.";"Ústecký kraj";25
46747885;"Technická univerzita v Liberci";"Liberecký kraj";1000
46773436;"Masarykova základní škola Litoměřice, Svojsíkova 5";"Ústecký kraj";25
46773851;"Roudnické městské služby, příspěvková organizace";"Ústecký kraj";50
47114983;"Česká pošta, s.p.";"Praha";10000
47274379;"Výchovný ústav,Dětský domov se školou, Středisko výchovné péče,Základní škola,Střední škola a školní jídelna,Děčín XXXII, Vítězství 70";"Ústecký kraj";100
47559268;"Městská mateřská škola Hořovice";"Středočeský kraj";25
47610425;"Základní škola, Praha 2, Vratislavova 13";"Praha";50
47611880;"Základní škola, Praha 10, Gutova 39/1987, příspěvková organizace";"Praha";50
47792931;"Gymnázium a Střední odborná škola, Klášterec nad Ohří, Chomutovská 459, příspěvková organizace";"Ústecký kraj";25
47922486;"Základní škola a mateřská škola Prostějov, Palackého tř. 14";"Olomoucký kraj";50
48136841;"INSTITUT PRO KRIMINOLOGII A SOCIÁLNÍ PREVENCI";"Praha";25
48160971;"Základní umělecká škola Přelouč, okres Pardubice";"Pardubický kraj";25
48161047;"Základní škola Pardubice, Štefánikova 448";"Pardubický kraj";50
48282961;"Denní a pobytové sociální služby, příspěvková organizace";"Liberecký kraj";20
48283088;"Základní škola a Mateřská škola, Česká Lípa, Jižní 1903, příspěvková organizace";"Liberecký kraj";50
48333841;"Centrum sociálních služeb Stod, příspěvková organizace";"Plzeňský kraj";100
48452734;"Domov seniorů Břeclav, příspěvková organizace";"Jihomoravský kraj";100
48510190;"Nejvyšší soud";"Jihomoravský kraj";250
48511927;"Základní škola Brno, Svážná 9, příspěvková organizace";"Jihomoravský kraj";50
48512401;"Základní škola, Brno, Novolíšeňská 10, příspěvková organizace";"Jihomoravský kraj";50
48512478;"Nemocnice Milosrdných bratří, příspěvková organizace";"Jihomoravský kraj";500
48677744;"Domov seniorů Uhlířské Janovice, příspěvková organizace";"Středočeský kraj";100
48804843;"Domov Hortenzie, příspěvková organizace";"Moravskoslezský kraj";50
48895393;"Gymnázium Velké Meziříčí";"Kraj Vysočina";25
48895407;"Gymnázium Žďár nad Sázavou";"Kraj Vysočina";50
49314629;"Základní škola Králíky";"Pardubický kraj";25
49534971;"Domov Mladá, poskytovatel sociálních služeb";"Středočeský kraj";50
49777513;"Západočeská univerzita v Plzni";"Plzeňský kraj";2500
49778102;"Gymnázium Luďka Pika, Plzeň, Opavská 21";"Plzeňský kraj";50
60046121;"Základní škola Frýdek-Místek, Pionýrů 400";"Moravskoslezský kraj";50
60076089;"Střední průmyslová škola stavební, České Budějovice, Resslova 2";"Jihočeský kraj";25
60076658;"Jihočeská univerzita v Českých Budějovicích";"Jihočeský kraj";2000
60318988;"Kabelová televize Kopřivnice, s.r.o.";"Moravskoslezský kraj";10
60418460;"Vyšší odborná škola a Střední škola veterinární, zemědělská a zdravotnická Třebíč";"Kraj Vysočina";50
60433256;"Základní škola a mateřská škola Na Slovance,Praha 8,Bedřichovská 1";"Praha";50
60574674;"Základní škola Nové Město na Moravě, Leandra Čecha 860, okres Žďár nad Sázavou";"Kraj Vysočina";50
60793716;"TS a.s.";"Moravskoslezský kraj";250
60884711;"Obchodní akademie T. G. Masaryka, Kostelec nad Orlicí, Komenského 522";"Královéhradecký kraj";25
61222364;"Základní umělecká škola Střezina, Hradec Králové, Luční 838";"Královéhradecký kraj";50
61345636;"Základní umělecká škola T.G. Masaryka Chomutov";"Ústecký kraj";25
61385425;"Základní škola logopedická a Mateřská škola logopedická, Praha 10, Moskevská 29";"Praha";25
61387339;"Konzervatoř a střední škola Jana Deyla, příspěvková organizace";"Praha";50
61387584;"Státní energetická inspekce";"Praha";100
61860476;"Sodexo Pass Česká republika a.s.";"Praha";200
61989592;"Univerzita Palackého v Olomouci";"Olomoucký kraj";4000
61989967;"Základní škola náměstí Svobody 3, Šternberk, příspěvková organizace";"Olomoucký kraj";50
62073516;"Vyšší odborná škola ekonomická a zdravotnická a Střední škola Boskovice, příspěvková organizace";"Jihomoravský kraj";100
62502565;"Technické služby Tábor s.r.o.";"Jihočeský kraj";100
62690272;"Obchodní akademie, Střední odborná škola a Jazyková škola s právem státní jazykové zkoušky, Hradec Králové";"Královéhradecký kraj";50
64618188;"Technické služby Opava s. r. o.";"Moravskoslezský kraj";250
65082133;"Speciální základní škola, Speciální mateřská škola a Praktická škola, Děčín, příspěvková organizace";"Ústecký kraj";50
66362768;"Galerie umění Karlovy Vary, příspěvková organizace Karlovarského kraje";"Karlovarský kraj";25
67985971;"Knihovna AV ČR, v.v.i.";"Praha";100
69172196;"Zdravotnická záchranná služba Pardubického kraje";"Pardubický kraj";500
69648468;"Kulturní zařízení města Boskovice, příspěvková organizace";"Jihomoravský kraj";25
70153906;"Domov pro seniory Trutnov";"Královéhradecký kraj";50
70259941;"Střední průmyslová škola stavební, Lipník nad Bečvou, Komenského sady 257";"Olomoucký kraj";25
70831432;"Základní škola a Praktická škola Velké Meziříčí";"Kraj Vysočina";25
70843309;"Gymnázium Kroměříž";"Zlínský kraj";50
70850941;"Domov pro seniory Lukov, příspěvková organizace";"Zlínský kraj";100
70873160;"Jedličkův ústav a Mateřská škola a Základní škola a Střední škola";"Praha";250
70874212;"Domov pro seniory Krč";"Praha";100
70875308;"Domov se zvláštním režimem Terezín";"Ústecký kraj";100
70876843;"Základní škola Rosice,příspěvková organizace";"Jihomoravský kraj";50
70883521;"Univerzita Tomáše Bati ve Zlíně";"Zlínský kraj";1000
70884099;"Hasičský záchranný sbor Jihomoravského kraje";"Jihomoravský kraj";500
70885184;"Hasičský záchranný sbor Kraje Vysočina";"Kraj Vysočina";500
70886288;"Hasičský záchranný sbor hlavního města Prahy";"Praha";500
70886342;"Památník Lidice";"Středočeský kraj";25
70887055;"Domov pro seniory Foltýnova, příspěvková organizace";"Jihomoravský kraj";100
70887233;"Domov pro seniory Podpěrova, příspěvková organizace";"Jihomoravský kraj";50
70887306;"Hasičský záchranný sbor Zlínského kraje";"Zlínský kraj";250
70888167;"Sociální služby města Jičína";"Královéhradecký kraj";50
70889546;"Královéhradecký kraj";"Královéhradecký kraj";250
70889660;"Správa služeb hlavního města Prahy";"Praha";250
70890021;"Povodí Odry, státní podnik";"Moravskoslezský kraj";250
70890293;"Institut pro veřejnou správu Praha";"Praha";100
70890307;"PEČOVATELSKÉ CENTRUM PRAHA 7";"Praha";50
70890650;"Jihočeský kraj";"Jihočeský kraj";500
70890692;"Moravskoslezský kraj";"Moravskoslezský kraj";1000
70890871;"Nové Zámky - poskytovatel sociálních služeb, příspěvková organizace";"Olomoucký kraj";100
70893969;"Pečovatelská služba Prahy 6";"Praha";50
70898219;"Centrum služeb pro silniční dopravu";"Praha";100
70944661;"Základní škola Ostrava-Dubina, Františka Formana 45, příspěvková organizace";"Moravskoslezský kraj";50
70958262;"Mateřská škola Havířov-Šumbark U Jeslí 4/894, příspěvková organizace";"Moravskoslezský kraj";10
70972826;"Základní škola a Mateřská škola při nemocnici, Liberec, Husova 357/10, příspěvková organizace";"Liberecký kraj";10
70979146;"Moravský zemský archiv v Brně";"Jihomoravský kraj";200
70981469;"Základní škola Jižní předměstí Rokycany, příspěvková organizace";"Plzeňský kraj";50
70982104;"Mateřská škola, Česká Lípa, Arbesova 411, příspěvková organizace";"Liberecký kraj";25
70999325;"Základní škola Opava, Vrchní 19-příspěvková organizace";"Moravskoslezský kraj";50
71193430;"Sociální služby města Kroměříže, příspěvková organizace";"Zlínský kraj";250
71197044;"Fontána, příspěvková organizace";"Moravskoslezský kraj";100
71234446;"Zahrada-poskytovatel sociálních služeb";"Středočeský kraj";50
71238301;"Městské služby Ústí nad Labem, příspěvková organizace";"Ústecký kraj";100
72029455;"Centrum pro zjišťování výsledků vzdělávání";"Praha";100
72053119;"Správa a údržba silnic Plzeňského kraje, příspěvková organizace";"Plzeňský kraj";500
72742895;"Mateřská škola, Liberec, Matoušova 468/12, příspěvková organizace";"Liberecký kraj";10
72743221;"Mateřská škola \"Motýlek\" Liberec,Broumovská 840/7, příspěvková organizace";"Liberecký kraj";25
75004372;"Domov seniorů POHODA Chválkovice, příspěvková organizace";"Olomoucký kraj";250
75007746;"Dům seniorů Kdyně, příspěvková organizace";"Plzeňský kraj";50
75017458;"Mateřská škola SLUNÍČKO, Žamberk";"Pardubický kraj";10
75027372;"Základní škola T.G. Masaryka Jistebník okres Nový Jičín, příspěvková organizace";"Moravskoslezský kraj";20
75032333;"Národní památkový ústav";"Praha";2000
75059771;"KyTICe - Kulturní zařízení Světlá nad Sázavou";"Kraj Vysočina";10
75062194;"Dům dětí a mládeže Luhačovice, příspěvková organizace";"Zlínský kraj";6
75063468;"Technické služby města Vsetína, příspěvková organizace";"Zlínský kraj";50
75079356;"Středisko volného času Krnov, příspěvková organizace";"Moravskoslezský kraj";10
75079950;"Muzeum umění Olomouc";"Olomoucký kraj";100
75080508;"Středisko volného času Korunka, Ostrava - Mariánské Hory, příspěvková organizace";"Moravskoslezský kraj";25
75082721;"Regionální rada regionu soudržnosti Severovýchod";"Královéhradecký kraj";25
75084911;"Regionální rada regionu soudržnosti Střední Morava";"Olomoucký kraj";25
75119153;"Muzeum Podkrkonoší v Trutnově";"Královéhradecký kraj";10
75151529;"Krajské ředitelství policie Plzeňského kraje";"Plzeňský kraj";2500
78;"Lesní správa Lány";"Středočeský kraj";50
175;"DIPLOMATICKÝ SERVIS";"Praha";200
7064;"MINISTERSTVO VNITRA";"Praha";10000
19453;"Ústav pro státní kontrolu veterinárních biopreparátů a léčiv";"Jihomoravský kraj";50
20338;"Ústřední kontrolní a zkušební ústav zemědělský";"Jihomoravský kraj";1000
23264;"ČESKÁ FILHARMONIE";"Praha";250
23281;"Národní galerie v Praze";"Praha";250
23311;"PAMÁTNÍK NÁRODNÍHO PÍSEMNICTVÍ";"Praha";50
23884;"Nemocnice Na Homolce";"Praha";2500
24007;"Státní léčebné lázně Janské Lázně, státní podnik";"Královéhradecký kraj";250
24384;"Obvodní soud pro Prahu 1";"Praha";100
24414;"Obvodní soud pro Prahu 4";"Praha";200
24538;"Okresní soud v Kutné Hoře";"Středočeský kraj";50
24694;"Okresní soud v Táboře";"Jihočeský kraj";50
24732;"Okresní soud v Karlových Varech";"Karlovarský kraj";100
24848;"Okresní soud v Chomutově";"Ústecký kraj";100
24881;"Okresní soud v Lounech";"Ústecký kraj";50
24945;"Okresní soud v Hradci Králové";"Královéhradecký kraj";100
25097;"Okresní soud ve Zlíně";"Zlínský kraj";100
25119;"Okresní soud v Jihlavě";"Kraj Vysočina";50
25402;"Úřad pro mezinárodněprávní ochranu dětí";"Jihomoravský kraj";50
25798;"Česká geologická služba";"Praha";250
27031;"Výzkumný ústav zemědělské techniky, v. v. i.";"Praha";50
27073;"Výzkumný ústav Silva Taroucy pro krajinu a okrasné zahradnictví, v. v. i.";"Středočeský kraj";100
27383;"Česká televize";"Praha";3000
63584;"MĚSTSKÁ ČÁST PRAHA 4";"Praha";250
64301;"Divadlo pod Palmovkou";"Praha";50
64343;"Divadlo v Dlouhé";"Praha";50
64416;"Galerie hlavního města Prahy";"Praha";100
69795;"Městské divadlo v Kolíně";"Středočeský kraj";10
72486;"Husitské muzeum v Táboře";"Jihočeský kraj";25
76686;"Městské kulturní středisko Tachov";"Plzeňský kraj";25
79651;"ZOOLOGICKÁ ZAHRADA LIBEREC, příspěvková organizace";"Liberecký kraj";100
80837;"Správa a údržba silnic Ústeckého kraje, příspěvková organizace";"Ústecký kraj";500
83194;"Krajská vědecká knihovna v Liberci, příspěvková organizace";"Liberecký kraj";50
88358;"Východočeské divadlo Pardubice";"Pardubický kraj";100
88382;"Muzeum východních Čech v Hradci Králové";"Královéhradecký kraj";50
92126;"Slovácké muzeum v Uherském Hradišti, příspěvková organizace";"Zlínský kraj";25
94820;"Národní divadlo Brno, příspěvková organizace";"Jihomoravský kraj";500
94862;"MORAVSKÉ ZEMSKÉ MUZEUM";"Jihomoravský kraj";250
94871;"Moravská galerie v Brně";"Jihomoravský kraj";100
95711;"Správa silnic Moravskoslezského kraje, příspěvková organizace";"Moravskoslezský kraj";500
96296;"MUZEUM NOVOJIČÍNSKA, příspěvková organizace";"Moravskoslezský kraj";50
101427;"Muzeum města Brna, příspěvková organizace";"Jihomoravský kraj";100
167959;"Horácká galerie v Novém Městě na Moravě";"Kraj Vysočina";20
183024;"Hamzova odborná léčebna pro děti a dospělé";"Pardubický kraj";500
209392;"Domov pro seniory Sokolnice, příspěvková organizace";"Jihomoravský kraj";50
213683;"Katastrální úřad pro Středočeský kraj";"Praha";500
213730;"Katastrální úřad pro Jihomoravský kraj";"Jihomoravský kraj";500
215724;"Krajský soud v Brně";"Jihomoravský kraj";500
231231;"MĚSTSKÁ ČÁST PRAHA - SUCHDOL";"Praha";25
236195;"Město Kutná Hora";"Středočeský kraj";200
241717;"MĚSTSKÁ ČÁST PRAHA - ŠEBEROV";"Praha";6
244309;"Město Rakovník";"Středočeský kraj";250
246476;"Město Dačice";"Jihočeský kraj";100
252921;"MĚSTO SOBĚSLAV";"Jihočeský kraj";50
253014;"Město Tábor";"Jihočeský kraj";250
260428;"Město Česká Lípa";"Liberecký kraj";250
262633;"MĚSTO ŽELEZNÝ BROD";"Liberecký kraj";100
262781;"MĚSTO FRÝDLANT";"Liberecký kraj";100
265365;"Město Podbořany";"Ústecký kraj";100
265781;"Město Žatec";"Ústecký kraj";100
266094;"Statutární město Most";"Ústecký kraj";500
266230;"Město Bílina";"Ústecký kraj";200
272523;"Město Broumov";"Královéhradecký kraj";100
274101;"Město Přelouč";"Pardubický kraj";100
274879;"Město Dobruška";"Královéhradecký kraj";100
277819;"Město Dvůr Králové nad Labem";"Královéhradecký kraj";100
279676;"Město Ústí nad Orlicí";"Pardubický kraj";100
279846;"Město Žamberk";"Pardubický kraj";100
281964;"Město Kuřim";"Jihomoravský kraj";100
282979;"Město Židlochovice";"Jihomoravský kraj";100
283924;"Statutární město Zlín";"Zlínský kraj";500
284611;"Město Valašské Klobouky";"Zlínský kraj";50
286010;"Statutární město Jihlava";"Kraj Vysočina";500
289965;"MĚSTO NÁMĚŠŤ NAD OSLAVOU";"Kraj Vysočina";50
291676;"Město Bučovice";"Jihomoravský kraj";100
296317;"Město Rýmařov";"Moravskoslezský kraj";50
297569;"Město Bohumín";"Moravskoslezský kraj";200
298221;"Město Odry";"Moravskoslezský kraj";100
299138;"Město Litovel";"Olomoucký kraj";100
300292;"Město Kravaře";"Moravskoslezský kraj";100
301825;"Statutární město Přerov";"Olomoucký kraj";250
303640;"Město Zábřeh";"Olomoucký kraj";100
371149;"Muzeum a galerie Orlických hor v Rychnově nad Kněžnou";"Královéhradecký kraj";20
380385;"Střední škola informatiky, poštovnictví a finančnictví Brno, příspěvková organizace";"Jihomoravský kraj";200
396036;"Jihočeská filharmonie";"Jihočeský kraj";50
400921;"Centrum experimentálního divadla, příspěvková organizace";"Jihomoravský kraj";100
401081;"Gymnázium, Ústí nad Orlicí, T.G.Masaryka 106";"Pardubický kraj";25
495433;"Střední škola gastronomie a farmářství Jeseník";"Olomoucký kraj";50
497029;"Střední odborná škola mediální grafiky a polygrafie, Rumburk, příspěvková organizace";"Ústecký kraj";25
526517;"Střední škola strojní, stavební a dopravní, Liberec II, Truhlářská 360/3, příspěvková organizace";"Liberecký kraj";100
533874;"Divadlo loutek Ostrava, příspěvková organizace";"Moravskoslezský kraj";50
556807;"Střední škola řemesel a služeb, Děčín IV, Ruská 147, příspěvková organizace";"Ústecký kraj";50
559105;"Gymnázium Zlín - Lesní čtvrť";"Zlínský kraj";100
582336;"Střední škola polytechnická, České Budějovice, Nerudova 59";"Jihočeský kraj";50
583171;"Správa Národního parku Šumava";"Plzeňský kraj";250
601675;"Gymnázium, Nový Jičín, příspěvková organizace";"Moravskoslezský kraj";50
601799;"Gymnázium, Olomouc - Hejčín, Tomkova 45";"Olomoucký kraj";100
638463;"Českoslovanská akademie obchodní Dr.Edvarda Beneše, střední odborná škola, Praha 2, Resslova 8";"Praha";50
666262;"Domov důchodců Dobrá Voda";"Jihočeský kraj";200
829137;"Psychiatrická léčebna Petrohrad, příspěvková organizace";"Ústecký kraj";100
836591;"Obchodní akademie, Střední zdravotnická škola, Střední odborná škola služeb a Jazyková škola s právem státní jazykové zkoušky Jihlava";"Kraj Vysočina";100
843474;"Střední škola informatiky, elektrotechniky a řemesel Rožnov pod Radhoštěm";"Zlínský kraj";100
844071;"Střední škola, základní škola a mateřská škola pro sluchově postižené, Olomouc, Kosmonautů 4";"Olomoucký kraj";50
844641;"Sdružené zdravotnické zařízení Krnov, příspěvková organizace";"Moravskoslezský kraj";500
844691;"Střední odborná škola, Frýdek-Místek, příspěvková organizace";"Moravskoslezský kraj";100
848794;"Střední odborná škola lesnická a strojírenská Šternberk";"Olomoucký kraj";50
852082;"Středisko volného času a zařízení pro další vzdělávání pedagogických pracovníků Doris Šumperk";"Olomoucký kraj";50
872113;"Správa přírodních léčivých zdrojů a kolonád, příspěvková organizace";"Karlovarský kraj";20
873624;"Domov Na Hrádku, poskytovatel sociálních služeb";"Středočeský kraj";50
873667;"Městské sociální a zdravotní služby";"Středočeský kraj";50
873764;"Městská nemocnice Čáslav";"Středočeský kraj";250
879444;"Nemocnice Na Františku";"Praha";500
3299864;"Technické služby Zlínsko, s.r.o.";"Zlínský kraj";10
3447286;"Technická správa komunikací hl. m. Prahy, a.s.";"Praha";250
4095316;"Centrum pro regionální rozvoj České republiky";"Praha";500
4618751;"Hokejový klub Opava s.r.o.";"Moravskoslezský kraj";6
13582143;"Galerie výtvarného umění v Havlíčkově Brodě";"Kraj Vysočina";10
13583212;"Domov bez bariér";"Královéhradecký kraj";50
13642103;"Státní veterinární ústav Olomouc";"Olomoucký kraj";100
13691554;"Státní veterinární ústav Jihlava";"Kraj Vysočina";100
14450216;"Horské lázně Karlova Studánka, státní podnik";"Moravskoslezský kraj";100
14450356;"Střední průmyslová škola, Hronov, Hostovského 910";"Královéhradecký kraj";25
14451093;"Střední škola technická a dopravní, Ostrava-Vítkovice, příspěvková organizace";"Moravskoslezský kraj";50
14618141;"Základní škola a mateřská škola Hranice, Šromotovo, příspěvková organizace";"Olomoucký kraj";50
14803844;"Střední odborné učiliště, Sedlčany, Petra Bezruče 364";"Středočeský kraj";50
16980123;"Střední průmyslová škola Emila Kolbena Rakovník, příspěvková organizace";"Středočeský kraj";25
24272523;"Vojenský technický ústav, s.p.";"Praha";250
25144251;"DOKAS Dobříš, s.r.o.";"Středočeský kraj";50
25259661;"Městská teplárenská Turnov, s.r.o.";"Liberecký kraj";6
25267213;"Dopravní podnik města Hradce Králové, a.s.";"Královéhradecký kraj";250
25291408;"Rozvojový fond Pardubice a.s.";"Pardubický kraj";25
25376021;"SLUMEKO, s.r.o.";"Moravskoslezský kraj";50
25512285;"Technické sítě Brno, akciová společnost";"Jihomoravský kraj";100
25632141;"Střední průmyslová škola dopravní, a.s.";"Praha";100
25672541;"Technologie Hlavního města Prahy, a.s.";"Praha";20
25896903;"EKO servis Zábřeh s.r.o.";"Olomoucký kraj";50
26093545;"Jihočeské letiště České Budějovice a.s.";"Jihočeský kraj";25
26286173;"Technické služby Blansko, s.r.o.";"Jihomoravský kraj";25
26330725;"INFOCENTRUM MĚSTA Karlovy Vary, o.p.s.";"Karlovarský kraj";10
26402068;"Údržba silnic Karlovarského kraje, a.s.";"Karlovarský kraj";200
26815982;"BOSPOR spol. s r.o.";"Moravskoslezský kraj";50
26829495;"Sportplex Frýdek-Místek, s.r.o.";"Moravskoslezský kraj";50
27549704;"Vodárenská Svitavy s.r.o.";"Pardubický kraj";20
27761746;"Pink market s.r.o.";"Praha";1
28762886;"Nemocnice Nymburk s.r.o.";"Středočeský kraj";500
28776658;"Správa nemovitostí města Jičína, a.s.";"Královéhradecký kraj";20
44555296;"Domov pro seniory Chlumec, příspěvková organizace";"Ústecký kraj";50
44555601;"Univerzita Jana Evangelisty Purkyně v Ústí nad Labem";"Ústecký kraj";1000
45242810;"Základní škola, Praha 4, Bítovská 1";"Praha";50
