,ContractId,VersionId,Subject,PublishedAtUtc,ValueVatExcluded,ValueVatIncluded,SupplierIC,SupplierName,PublisherIC,PricePaid
29377,58889,647321,stravenky,2016-11-24 10:56:17,164400.0,,61860476,Sodexo Pass Česká republika a.s.,25232,164400.0
29379,479861,510713,objednávka stravenek,2016-11-03 09:41:20,,98010,61860476,Sodexo Pass Česká republika a.s.,64124584,98010.0
29380,766881,815817,kupní smlouva - stravenky Břeclav  12-2016,2016-12-13 12:39:55,168526.0,168686,61860476,Sodexo Pass Česká republika a.s.,72496991,168526.0
29381,39149,40661,Objednávka stravenky 07 2016 Plzeň,2016-07-29 09:34:53,286640.0,,61860476,Sodexo Pass Česká republika a.s.,72496991,286640.0
29384,718661,763709,stravenky,2016-12-06 12:12:34,76103.0,76229,61860476,Sodexo Pass Česká republika a.s.,47114304,76103.0
29386,187501,197889,Objednávka - stravenky - září,2016-09-07 09:54:42,,157122,61860476,Sodexo Pass Česká republika a.s.,26043335,157122.0
29387,500065,532541,Objednávka stravenek - listopad 2016,2016-11-07 13:28:24,361620.0,361620,61860476,Sodexo Pass Česká republika a.s.,47366630,361620.0
29388,548713,584117,Objednávka_stravenky_09/2016_ÚzP Přerov ,2016-11-14 14:40:53,73990.0,73990,61860476,Sodexo Pass Česká republika a.s.,72080043,73990.0
29391,388337,413481,objednávka stravenek -GŘ říjen 2016,2016-10-18 11:40:35,,209121,61860476,Sodexo Pass Česká republika a.s.,72496991,209121.0
29392,368337,392457,3.LF UK - Nákup stravenek,2016-10-13 15:22:57,409700.0,411737,61860476,Sodexo Pass Česká republika a.s.,216208,409700.0
29394,652125,692345,Objednávka_stravenky 08/2016_ÚzP v Kopřivnici (AVISme 2016000640),2016-11-28 09:11:03,62630.0,62630,61860476,Sodexo Pass Česká republika a.s.,72080043,62630.0
29395,4505,4629,Nákup stravenek ČSÚ Ostrava červenec 2016,2016-07-13 10:31:26,,76871,61860476,Sodexo Pass Česká republika a.s.,25593,76871.0
29396,333997,356593,stravenky,2016-10-07 11:06:59,90570.0,90689,61860476,Sodexo Pass Česká republika a.s.,47114304,90570.0
29400,39245,40761,Objednávka stravenky 07 2016 Tachov,2016-07-29 09:44:28,88480.0,,61860476,Sodexo Pass Česká republika a.s.,72496991,88480.0
29401,1087769,1158121,Nákup stravenek,2017-02-01 13:08:54,272430.0,272940,61860476,Sodexo Pass Česká republika a.s.,25512897,272430.0
29402,464549,494505,Objednávka stravenky 11 2016,2016-11-01 15:53:11,129082.0,129561,61860476,Sodexo Pass Česká republika a.s.,67985971,129082.0
29403,223485,236329,Objednávka stravenek na září 2016,2016-09-14 15:05:12,,92020,61860476,Sodexo Pass Česká republika a.s.,71185216,92020.0
29405,950177,1012221,"Objednávka_stravenky_FÚ, ÚP 1 - 12_1/2017 (AVISme 2016001725)",2017-01-12 10:52:35,3486140.0,3486140,61860476,Sodexo Pass Česká republika a.s.,72080043,3486140.0
29407,723837,769257,Objednávka stravenek ÚzP v Říčanech (AVISme 2016000999),2016-12-07 07:37:33,103740.0,103740,61860476,Sodexo Pass Česká republika a.s.,72080043,103740.0
29408,665545,706685,Náíkup stravenek KoP Karviná srpen,2016-11-29 12:29:42,,219009,61860476,Sodexo Pass Česká republika a.s.,72496991,219009.0
29411,455533,484945,Objednávka stravenek,2016-10-31 16:24:06,108000.0,108000,61860476,Sodexo Pass Česká republika a.s.,25186,108000.0
29412,904005,962921,Objednávka stravenek ÚzP Plzeň-sever 1/2017 (AVISme 2016001618),2017-01-05 09:53:50,93280.0,93280,61860476,Sodexo Pass Česká republika a.s.,72080043,93280.0
29413,1217177,1298841,stravenky,2017-02-21 14:10:04,100750.0,100907,61860476,Sodexo Pass Česká republika a.s.,47114304,100750.0
29500,4593,4721,Nákup stravenek ČSÚ Plzeň červenec 2016,2016-07-13 10:59:47,,95513,61860476,Sodexo Pass Česká republika a.s.,25593,95513.0
29502,946593,1008405,stravenky leden 2017,2017-01-11 16:31:59,680544.0,681213,61860476,Sodexo Pass Česká republika a.s.,72496991,680544.0
29505,715857,760625,PIS - nákup stravenek na 11/2016 - 1277 ks. (AVISme 2016000901),2016-12-06 09:30:31,89390.0,89390,61860476,Sodexo Pass Česká republika a.s.,72080043,89390.0
29506,660289,701061,Objednávka stravenek ke sml. č. 7/0978/94,2016-11-29 07:21:10,216000.0,216605,61860476,Sodexo Pass Česká republika a.s.,27251,216000.0
29507,716893,761793,Objednávka stravenek prosinec 2016,2016-12-06 10:22:23,160905.0,160905,61860476,Sodexo Pass Česká republika a.s.,24945,160905.0
29508,667525,708781,Objednávka_nákup stravenek na 09/2016_FÚ MSK (AVISme 2016000717),2016-11-29 14:05:57,94150.0,94150,61860476,Sodexo Pass Česká republika a.s.,72080043,94150.0
29509,283101,302569,stravenky pro zaměstnance MěÚ,2016-09-27 14:15:19,140000.0,140229,61860476,Sodexo Pass Česká republika a.s.,247618,140000.0
29510,39073,40585,Objednávka stravenky 07 2016 Plzeň-sever,2016-07-29 09:22:12,74880.0,,61860476,Sodexo Pass Česká republika a.s.,72496991,74880.0
29512,364817,388705,prodej stravenek,2016-10-13 11:12:17,199485.0,200426,61860476,Sodexo Pass Česká republika a.s.,67985874,199485.0
29513,538885,573813,Objednávka stravenky -  listopad 2016,2016-11-14 07:02:40,906320.0,906320,61860476,Sodexo Pass Česká republika a.s.,47672234,906320.0
29515,886669,944093,"stravenky 1.000ks á 80,-- Kč",2017-01-03 13:29:03,,82000,61860476,Sodexo Pass Česká republika a.s.,295671,82000.0
29516,772425,821725,Objednávka stravenek ÚzP v Blansku 12/2016  (AVISme 2016001276),2016-12-14 08:58:18,77910.0,77910,61860476,Sodexo Pass Česká republika a.s.,72080043,77910.0
29517,352041,375301,"Nákup stravenek-objednávka,potvrzení(proforma faktura)",2016-10-11 14:10:20,140000.0,140000,61860476,Sodexo Pass Česká republika a.s.,173843,140000.0
29518,325037,347125,Objednávka stravenek - 10/2016,2016-10-06 09:50:22,770853.0,,61860476,Sodexo Pass Česká republika a.s.,72496991,770853.0
29524,903933,962845,objednávka stravenek,2017-01-05 09:48:41,,152000,61860476,Sodexo Pass Česká republika a.s.,27673286,152000.0
29525,133061,140493,Nákup stravenek ČSÚ Praha srpen 2016,2016-08-24 14:01:48,,84832,61860476,Sodexo Pass Česká republika a.s.,25593,84832.0
29527,604513,643505,stravenky,2016-11-24 07:08:22,130930.0,131125,61860476,Sodexo Pass Česká republika a.s.,47114304,130930.0
29528,1095445,1166237,Objednávka_stravenky 02/2017_ÚzP Kopřivnice (AVISme 2016001928),2017-02-02 11:09:54,54390.0,54390,61860476,Sodexo Pass Česká republika a.s.,72080043,54390.0
29529,358737,382321,Nákup stravenek KoP Frýdek Místek,2016-10-12 13:46:42,193044.0,,61860476,Sodexo Pass Česká republika a.s.,72496991,193044.0
29530,1237950,1321694,Objednávka stravenek 5.000 ks,2017-02-24 08:32:03,400000.0,413552,61860476,Sodexo Pass Česká republika a.s.,216208,400000.0
29531,479473,5167452,TSMOaP - stravenky SODEXHO PASS - listopad 2016,2018-04-05 21:55:28,239200.0,239236,61860476,Sodexo Pass Česká republika a.s.,97381,239200.0
29532,4296276,4629644,Objednávka stravenek 02/2018 Prostějov,2018-02-07 16:45:18,171360.0,172419,61860476,Sodexo Pass Česká republika a.s.,72496991,171360.0
29533,3331764,3593236,objednávka stravenek KoP Rakovník,2017-10-30 14:27:24,87965.0,88058,61860476,Sodexo Pass Česká republika a.s.,72496991,87965.0
29541,4260068,4590504,Objednávka stravenek,2018-02-05 10:14:14,190315.0,,61860476,Sodexo Pass Česká republika a.s.,215732,190315.0
29544,1246646,1330986,objednávka stravenek - únor,2017-02-27 09:37:58,,979135,61860476,Sodexo Pass Česká republika a.s.,23736,979135.0
29545,4655136,5020716,stravenky únor 2018,2018-03-21 08:05:23,130000.0,130000,61860476,Sodexo Pass Česká republika a.s.,73539,130000.0
29546,2663118,2865494,objednávka stravenek KoP Rakovník,2017-08-14 13:27:06,89491.0,89585,61860476,Sodexo Pass Česká republika a.s.,72496991,89491.0
29547,4646884,5011924,Dílčí objednávka stravenek pro zaměstnance na základě rámcové smlouvy č. PP 18/03/04,2018-03-20 12:09:21,,281630,61860476,Sodexo Pass Česká republika a.s.,72496991,281630.0
29548,4035288,4345900,Kupní smlouva - stravenky Brno - venkov ,2018-01-10 15:34:53,205151.0,205343,61860476,Sodexo Pass Česká republika a.s.,72496991,205151.0
29549,3235974,3490038,Objednávka stravenek - říjen 2017 - č. 0789000799,2017-10-19 12:44:54,99200.0,,61860476,Sodexo Pass Česká republika a.s.,25135,99200.0
29550,4502980,4855896,Objednávka - stravenky,2018-03-05 08:18:05,880049.0,880059,61860476,Sodexo Pass Česká republika a.s.,25166115,880049.0
29552,1275946,1367954,objednávka stravenek 1500 ks ,2017-03-02 11:41:32,90000.0,93496,61860476,Sodexo Pass Česká republika a.s.,48135143,90000.0
29555,2592170,2790254,Objednávka stravenek,2017-08-04 13:41:26,,228105,61860476,Sodexo Pass Česká republika a.s.,278360,228105.0
29556,4264676,4595552,stravenky 01/2018,2018-02-05 14:00:26,137760.0,137760,61860476,Sodexo Pass Česká republika a.s.,70960399,137760.0
29557,4850888,5230860,Objednávka stravenek 3/2018,2018-04-12 09:37:31,92240.0,,61860476,Sodexo Pass Česká republika a.s.,78,92240.0
29560,3400028,3666640,Kupní smlouva - stravenky pro zaměstnance KoP Břeclav,2017-11-06 11:14:10,172783.0,172947,61860476,Sodexo Pass Česká republika a.s.,72496991,172783.0
29562,3991224,4295228,Objednávka stravenek 12/2017,2018-01-05 16:00:18,106453.0,106453,61860476,Sodexo Pass Česká republika a.s.,28244532,106453.0
29563,1785934,1926554,stravenky duben 2017,2017-05-12 14:30:14,,154710,61860476,Sodexo Pass Česká republika a.s.,274046,154710.0
29564,1999538,2155514,stravenky na červenec 2017 - 1.000ks,2017-06-08 08:08:20,80059.0,80059,61860476,Sodexo Pass Česká republika a.s.,44992785,80059.0
29565,3378272,3643208,Objednávka stravenek září 2017 včetně akceptace,2017-11-02 14:51:22,70140.0,70179,61860476,Sodexo Pass Česká republika a.s.,71001514,70140.0
29567,1343018,1448542,objednávka stravenek pro zaměstnance březen 2017,2017-03-13 12:27:48,24114.0,24248,61860476,Sodexo Pass Česká republika a.s.,72018763,24114.0
29568,4817992,5195428,Nákup stravenek březen 2018,2018-04-09 14:55:56,250000.0,250000,61860476,Sodexo Pass Česká republika a.s.,24473,250000.0
29570,4624116,4987624,Nákup stravenek,2018-03-16 16:33:16,,235569,61860476,Sodexo Pass Česká republika a.s.,72496991,235569.0
29573,1314930,1414250,Kupní smlouva - stravenky Hodonín 3-2017 ,2017-03-08 13:15:15,287750.0,288050,61860476,Sodexo Pass Česká republika a.s.,72496991,287750.0
29574,1513174,1632246,Objednávka stravenek 4/2017,2017-04-04 14:30:39,105464.0,105856,61860476,Sodexo Pass Česká republika a.s.,67985971,105464.0
29577,2820670,3036294,objednávka stravenek KoP Beroun,2017-09-01 13:46:54,85394.0,85486,61860476,Sodexo Pass Česká republika a.s.,72496991,85394.0
29579,3980428,4283964,nákup stravenek,2018-01-05 08:12:41,272430.0,,61860476,Sodexo Pass Česká republika a.s.,25512897,272430.0
29580,4173192,4496480,objednávka - stravenky únor 2018,2018-01-25 13:42:12,120000.0,121452,61860476,Sodexo Pass Česká republika a.s.,248801,120000.0
29581,2822674,3038566,Objednávka č. 0389000164 stravenek,2017-09-01 15:50:14,,81452,61860476,Sodexo Pass Česká republika a.s.,286745,81452.0
29583,4826712,5204688,Objednávka stravenek 04/2018 Přerov,2018-04-10 10:49:11,193425.0,,61860476,Sodexo Pass Česká republika a.s.,72496991,193425.0
29584,4733844,5105616,objednávka stravenek,2018-03-28 16:27:07,135290.0,,61860476,Sodexo Pass Česká republika a.s.,94838,135290.0
29586,1528358,1648458,"Objednávka č.4179003119, produkt - stravenka",2017-04-06 08:31:37,356960.0,,61860476,Sodexo Pass Česká republika a.s.,216224,356960.0
29587,3681256,3971240,Objednávka stravenek č. 0389001173,2017-12-04 16:46:29,,74121,61860476,Sodexo Pass Česká republika a.s.,286745,74121.0
29588,18249,3743016,stravenky pro zaměstnance,2017-11-13 10:44:08,240500.0,,61860476,Sodexo Pass Česká republika a.s.,63080249,240500.0
29590,3071454,3309442,3.LF UK – Objednávka – nákup stravenek 9/2017,2017-10-03 08:51:57,444400.0,445324,61860476,Sodexo Pass Česká republika a.s.,216208,444400.0
29591,3128310,3371746,Objednávka stravenky Sodexo,2017-10-09 12:06:41,244609.0,245576,61860476,Sodexo Pass Česká republika a.s.,26093545,244609.0
29592,2480430,2671394,O - nákup stravenek na měsíc srpen 2017,2017-07-25 12:52:35,162000.0,162420,61860476,Sodexo Pass Česká republika a.s.,47151552,162000.0
29595,4868052,5249176,OBJEDNÁVKA - zakoupení  2 700  ks stravenek,2018-04-13 12:48:25,,216000,61860476,Sodexo Pass Česká republika a.s.,212423,216000.0
29596,1393022,1505466,stravenky,2017-03-20 13:19:17,251650.0,251996,61860476,Sodexo Pass Česká republika a.s.,47114304,251650.0
29597,4316684,4651604,Objednávka stravenek,2018-02-09 12:02:02,150000.0,153689,61860476,Sodexo Pass Česká republika a.s.,410829,150000.0
29598,3689588,4822672,TSMOaP - stravenky Sodexo Pass Česká republika a.s. - prosinec 2017,2018-02-28 14:13:34,276000.0,276059,61860476,Sodexo Pass Česká republika a.s.,97381,276000.0
29599,3383408,3648688,"Objednáváme u vás stravenky dle smlouvy č. C070202530 1 327 ks á 70,00 Kč",2017-11-03 09:09:17,92890.0,92890,61860476,Sodexo Pass Česká republika a.s.,70960399,92890.0
29600,4158560,4480536,Objednávka stravenek,2018-01-24 12:27:22,60000.0,,61860476,Sodexo Pass Česká republika a.s.,296317,60000.0
29601,2664074,2866494,objednávka stravenek KoP Příbram,2017-08-14 14:06:07,259127.0,259363,61860476,Sodexo Pass Česká republika a.s.,72496991,259127.0
29602,3995596,4299908,Nákup stravenek pro zaměstnance ÚPČR - KrP ve Zlíně,2018-01-08 08:35:50,,850292,61860476,Sodexo Pass Česká republika a.s.,72496991,850292.0
29603,4048092,4359904,Objednávka stravenek,2018-01-11 15:08:29,41690.0,41729,61860476,Sodexo Pass Česká republika a.s.,75086999,41690.0
29607,1262570,1350674,Kupní smlouva realizační - 2200 ks stravenek - únor 2017,2017-03-01 06:53:03,,176000,61860476,Sodexo Pass Česká republika a.s.,71009345,176000.0
29614,4915372,5299748,Objednávka stravenek - dárci 4 m./2018,2018-04-19 08:34:05,54720.0,,61860476,Sodexo Pass Česká republika a.s.,23736,54720.0
29615,3983944,4287672,Nákup stravenek,2018-01-05 10:49:15,,347795,61860476,Sodexo Pass Česká republika a.s.,68378092,347795.0
29621,4988200,5377060,Objednávka stravenek  ke sm. č. 7/0978/94,2018-04-26 10:06:48,220500.0,220605,61860476,Sodexo Pass Česká republika a.s.,27251,220500.0
29623,3173146,3421150,Nákup stravenek,2017-10-12 15:56:14,246677.0,246903,61860476,Sodexo Pass Česká republika a.s.,72496991,246677.0
29624,2934034,3159598,Smlouva kupní - odběr stravenek ,2017-09-15 10:20:06,84292800.0,1.02e+08,61860476,Sodexo Pass Česká republika a.s.,72053119,84292800.0
29626,4430336,4776648,stravenky Sodexo Pass,2018-02-23 10:05:33,,90834,61860476,Sodexo Pass Česká republika a.s.,47114304,90834.0
29627,4743784,5116244,objednávka stravenek KoP Beroun,2018-03-29 12:52:14,95997.0,96097,61860476,Sodexo Pass Česká republika a.s.,72496991,95997.0
29628,1700482,1836706,objednávka - stravenky 5/2017,2017-05-02 11:36:38,218105.0,218105,61860476,Sodexo Pass Česká republika a.s.,237108,218105.0
29629,5003756,5393504,objednávka stravenek KoP Kolín,2018-04-27 10:38:12,144028.0,144168,61860476,Sodexo Pass Česká republika a.s.,72496991,144028.0
29630,173089,182505,objednávka stravenek Sodexo,2016-09-05 07:24:08,347107.0,420000,61860476,Sodexo Pass Česká republika a.s.,47813059,347107.0
29632,39037,40549,Objednávka stravenky 07 2016 Plzeň-jih,2016-07-29 09:15:38,71600.0,,61860476,Sodexo Pass Česká republika a.s.,72496991,71600.0
29633,190629,201189,stravenky Brno - venkov ,2016-09-07 14:13:37,188847.0,189024,61860476,Sodexo Pass Česká republika a.s.,72496991,188847.0
29636,309405,330377,Objednávka stravenek 10 2016,2016-10-04 10:38:22,122485.0,122940,61860476,Sodexo Pass Česká republika a.s.,67985971,122485.0
29637,4015404,4323704,Kupní smlouva - stravenky Hodonín ,2018-01-09 10:30:12,239237.0,239496,61860476,Sodexo Pass Česká republika a.s.,72496991,239237.0
29638,4626660,4990264,Nákuip stravenek za 2/2018.,2018-03-19 07:29:31,,51856,61860476,Sodexo Pass Česká republika a.s.,60162694,51856.0
29640,4226776,4555004,Objednávka stravenek Sodexo,2018-01-31 13:57:36,,67108,61860476,Sodexo Pass Česká republika a.s.,64123421,67108.0
29642,4820500,5198100,"Předmětem objednávky č. 4289002301 je objednávka stravenek pro zaměstnance VZP ČR za měsíc březen 2018, a to na základě rámcové smlouvy č. 2013-9922.",2018-04-09 17:03:05,5542706.0,5542706,61860476,Sodexo Pass Česká republika a.s.,41197518,5542706.0
29643,4524764,4879928,Kupní smlouva - nákup stravenek,2018-03-06 15:27:15,809363.0,810119,61860476,Sodexo Pass Česká republika a.s.,72496991,809363.0
29646,591597,629597,stravenky,2016-11-22 13:06:15,75600.0,75726,61860476,Sodexo Pass Česká republika a.s.,47114304,75600.0
29647,542069,577153,Kupní smlouva - stravenky pro zaměstnance KoP Brno-venkov - listopad 2016,2016-11-14 11:00:42,235593.0,235810,61860476,Sodexo Pass Česká republika a.s.,72496991,235593.0
29648,4847336,5226712,stravenky na květen 2018,2018-04-11 16:55:52,,80059,61860476,Sodexo Pass Česká republika a.s.,44992785,80059.0
29650,5682243,6120395,Dílčí objednávka stravenek pro zaměstnance na základě rámcové smlouvy č. PP 18/03/04,2018-07-12 06:16:29,,275199,61860476,Sodexo Pass Česká republika a.s.,72496991,275199.0
29651,5827723,6278295,Nákup stravenek červenec 2018,2018-07-30 10:35:58,250000.0,250000,61860476,Sodexo Pass Česká republika a.s.,24473,250000.0
29654,5070863,5464799,Objednávka stravenek,2018-05-07 11:27:21,,191500,61860476,Sodexo Pass Česká republika a.s.,60337583,191500.0
29655,5075531,5469847,"280180023 - Objednáváme u Vás stravenky za měsíc duben 2018 v hodnotě 80,- Kč/ks v počtu 1349 ks.",2018-05-09 08:16:13,107920.0,107920,61860476,Sodexo Pass Česká republika a.s.,70960399,107920.0
29656,5514523,5937563,nákup stravenek,2018-06-21 10:00:19,,66553,61860476,Sodexo Pass Česká republika a.s.,63509831,66553.0
29658,5365215,5775551,Objednávka stravenek,2018-06-06 13:03:06,413140.0,,61860476,Sodexo Pass Česká republika a.s.,7536,413140.0
29661,5898287,6355707,Objednávka stravenek srpen 2018,2018-08-07 16:27:39,64350.0,,61860476,Sodexo Pass Česká republika a.s.,64628019,64350.0
29665,5889783,6346415,Objednávka stravenek - srpen 2018,2018-08-07 08:20:20,180000.0,,61860476,Sodexo Pass Česká republika a.s.,26043335,180000.0
29670,5754495,6198779,Objednávka na stravenky,2018-07-20 10:38:17,,216000,61860476,Sodexo Pass Česká republika a.s.,212423,216000.0
29673,3956372,4258660,Objednávka stravenek,2018-01-03 07:53:57,400000.0,,62913671,Up Česká republika s.r.o.,263958,400000.0
29674,1586914,1711162,5/5/17/5100 stravenky,2017-04-13 09:42:44,169526.0,,62913671,Up Česká republika s.r.o.,303640,169526.0
29675,3148354,3429974,objednávka stravenek na měsíc září 2017,2017-10-13 11:33:54,209360.0,209360,62913671,Up Česká republika s.r.o.,24911,209360.0
29677,2959334,3187174,Objednávka stravenek,2017-09-19 10:41:36,336160.0,,62913671,Up Česká republika s.r.o.,272868,336160.0
29682,3085750,3325218,Objednávka stravenek,2017-10-04 09:39:17,,80580,62913671,Up Česká republika s.r.o.,297437,80580.0
29683,4409216,4753216,Objednávka - stravenky,2018-02-21 11:29:22,,388480,62913671,Up Česká republika s.r.o.,70994234,388480.0
29684,4879664,5261644,Objednávka stravenek duben 2018,2018-04-16 13:13:49,,235980,62913671,Up Česká republika s.r.o.,24848,235980.0
29687,3983132,4286804,Objednávka: 4531034898 Objednávka stravenek 01/2018,2018-01-05 10:16:12,939505.0,,62913671,Up Česká republika s.r.o.,61989592,939505.0
29688,4062900,4375948,Smlouva_papírové poukázky_stravenky,2018-01-12 15:13:06,,2900000,62913671,Up Česká republika s.r.o.,194972,2900000.0
29698,2865194,3084926,Objednávka stravenek č. 2017/01179,2017-09-07 10:38:50,,519920,62913671,Up Česká republika s.r.o.,70892822,519920.0
29699,1692890,1827782,Nákup stravenek pro OSZ v Rokycanech,2017-04-28 13:51:46,72000.0,72000,62913671,Up Česká republika s.r.o.,26034,72000.0
29702,1822350,1966562,Objednávka stravenek,2017-05-18 10:13:54,120000.0,,62913671,Up Česká republika s.r.o.,297437,120000.0
29704,3641084,3927552,Objednávka: 4531034476 Objednávka stravenek 12/2017,2017-11-30 09:34:02,691645.0,,62913671,Up Česká republika s.r.o.,61989592,691645.0
29708,3378404,3643340,Nákup stravenek pro zaměstnance OS v Litoměřicích,2017-11-02 14:58:41,130320.0,130320,62913671,Up Česká republika s.r.o.,24872,130320.0
29712,3784840,4081976,Objednávka: 4551009688 stravenky,2017-12-13 13:01:25,170000.0,,62913671,Up Česká republika s.r.o.,61989592,170000.0
29713,2853466,3072090,objednávka stravenek,2017-09-06 11:01:29,166550.0,,62913671,Up Česká republika s.r.o.,205,166550.0
29722,98481,104317,objednávka stravenek,2016-08-17 10:14:12,,213545,62913671,Up Česká republika s.r.o.,70565813,213545.0
29724,287957,307573,OBJEDNÁVKA - strava (včetně stravenek) a prodej na čipové karty,2016-09-29 11:35:08,,66422,62913671,Up Česká republika s.r.o.,669806,66422.0
29725,1134937,1208341,Objednávka stravenek,2017-02-08 14:15:45,1545225.0,,62913671,Up Česká republika s.r.o.,228745,1545225.0
29727,726901,772513,objednávka stravenek,2016-12-07 10:47:05,249100.0,,62913671,Up Česká republika s.r.o.,64053466,249100.0
29730,724161,769605,Objednávka stravenek 12/2016 - ÚzP v Příbrami (AVISme 2016001008),2016-12-07 08:09:36,71750.0,71750,62913671,Up Česká republika s.r.o.,72080043,71750.0
29732,404041,430177,stravenky na měsíc září,2016-10-20 11:53:33,,65021,62913671,Up Česká republika s.r.o.,69650721,65021.0
29733,904877,963841,Objednávka stravenek pro zaměstnance,2017-01-05 10:43:59,,164160,62913671,Up Česká republika s.r.o.,24899,164160.0
29735,891117,948833,Objednávka stravenek pro zaměstnance,2017-01-04 08:49:06,,3e+05,62913671,Up Česká republika s.r.o.,24759,300000.0
29737,5470459,5889919,stravenky pro pobočku Praha,2018-06-18 09:25:35,,166379,61860476,Sodexo Pass Česká republika a.s.,47114304,166379.0
29738,5769583,6215311,nákup stravenek,2018-07-23 14:00:25,,66553,61860476,Sodexo Pass Česká republika a.s.,63509831,66553.0
29740,754997,802893,"280160074 - Objednáváme u Vás stravenky za 70,- Kč/ks v počtu 1993 ks.",2016-12-12 10:19:01,139510.0,139510,61860476,Sodexo Pass Česká republika a.s.,70960399,139510.0
29741,337953,360681,Objednávka - stravenky říjen 2016,2016-10-10 07:31:44,,348880,61860476,Sodexo Pass Česká republika a.s.,47366630,348880.0
29742,5379931,5791583,Objednávka stravenek 06/2018 Šumperk,2018-06-07 13:26:03,220938.0,,61860476,Sodexo Pass Česká republika a.s.,72496991,220938.0
29743,657189,697773,stravenky,2016-11-28 14:14:40,100750.0,100907,61860476,Sodexo Pass Česká republika a.s.,47114304,100750.0
29745,5710363,6150799,stravenky pro zaměstnance KrP v Českých Budějovicích,2018-07-16 13:05:01,881381.0,882377,61860476,Sodexo Pass Česká republika a.s.,72496991,881381.0
29747,718085,763085,objednávka stravenek sodexo,2016-12-06 11:32:00,347107.0,420000,61860476,Sodexo Pass Česká republika a.s.,47813059,347107.0
29748,280081,299481,Nákup stravenek Praha_říjen 2016,2016-09-27 10:48:13,84832.0,84832,61860476,Sodexo Pass Česká republika a.s.,25593,84832.0
29749,1148669,1222813,Objednávka stravenek Sodexo Pass pro zaměstnance Centra 01/17,2017-02-10 10:06:52,,627880,61860476,Sodexo Pass Česká republika a.s.,4095316,627880.0
29750,1129525,1202557,Objednávka stravenek únor 2017,2017-02-08 07:42:00,204400.0,204400,61860476,Sodexo Pass Česká republika a.s.,24945,204400.0
29752,898873,957485,Objednávka - stravenky prosinec 2016,2017-01-04 15:11:25,,106916,61860476,Sodexo Pass Česká republika a.s.,13691554,106916.0
29753,201717,213277,stravenky srpen 2016,2016-09-09 10:21:49,735920.0,740056,61860476,Sodexo Pass Česká republika a.s.,72496991,735920.0
29756,493581,525469,Objednávka stravenek,2016-11-04 15:31:54,,60464,61860476,Sodexo Pass Česká republika a.s.,64343,60464.0
29757,5341591,5750703,Dodávka stravenek SODEXO,2018-06-04 17:51:19,75000.0,75574,61860476,Sodexo Pass Česká republika a.s.,47654236,75000.0
29758,5732951,6175267,Nákup stravenek za 6/2018.,2018-07-18 12:17:19,,47586,61860476,Sodexo Pass Česká republika a.s.,60162694,47586.0
29764,1135069,1208505,Kupní smlouva - stravenky Znojmo 2-2017,2017-02-08 14:23:15,174710.0,174876,61860476,Sodexo Pass Česká republika a.s.,72496991,174710.0
29765,5082907,5477755,Nákup stravenek pro OSZ v Klatovech  - květen,2018-05-09 13:43:21,80000.0,80000,61860476,Sodexo Pass Česká republika a.s.,26034,80000.0
29767,5886235,6342627,objednávka stravenek - KoP Praha-západ,2018-08-06 14:34:18,91740.0,91280,61860476,Sodexo Pass Česká republika a.s.,72496991,91740.0
29773,568153,604585,Objednávka_stravenky 08/2016_ÚzP Šumperk,2016-11-16 13:18:26,141680.0,141680,61860476,Sodexo Pass Česká republika a.s.,72080043,141680.0
29774,5364479,5774771,Kupní smlouva - stravenky pro zaměstnance kontaktního pracoviště Břeclav,2018-06-06 12:24:38,179208.0,179378,61860476,Sodexo Pass Česká republika a.s.,72496991,179208.0
29775,812117,864297,Objednávka stravenek.,2016-12-20 10:12:13,220605.0,220605,61860476,Sodexo Pass Česká republika a.s.,25968084,220605.0
29777,5654107,6089935,Nákup stravenek,2018-07-09 13:49:44,,146821,61860476,Sodexo Pass Česká republika a.s.,72496991,146821.0
29778,1186729,1264125,Nákup stravenek,2017-02-16 08:29:38,67371.0,67707,61860476,Sodexo Pass Česká republika a.s.,64609812,67371.0
29779,912409,971757,Objednávka stravenek ÚzP v Prachaticích 01/2017 (AVISme 2016001656),2017-01-06 09:22:15,70140.0,70140,61860476,Sodexo Pass Česká republika a.s.,72080043,70140.0
29780,1159329,1233941,Objednávka stravenek.,2017-02-13 09:24:12,320605.0,320605,61860476,Sodexo Pass Česká republika a.s.,25968084,320605.0
29782,5666207,6103203,Objednávka stravenek č.O109118228,2018-07-10 14:08:44,575680.0,578972,61860476,Sodexo Pass Česká republika a.s.,216208,575680.0
29786,467885,497925,Objednávka - stravenky,2016-11-02 08:14:14,180000.0,,61860476,Sodexo Pass Česká republika a.s.,26043335,180000.0
29787,757437,805637,Kupní smlouva - stravenky Brno venkov 12-2016,2016-12-12 13:00:08,225312.0,225520,61860476,Sodexo Pass Česká republika a.s.,72496991,225312.0
29789,5262639,5667175,3.LF UK – Objednávka – stravenky květen 2014,2018-05-28 11:00:21,484800.0,485808,61860476,Sodexo Pass Česká republika a.s.,216208,484800.0
29790,5552787,5980599,Objednávka stravenek na měsíc červenec 2018,2018-06-26 09:38:18,,70000,61860476,Sodexo Pass Česká republika a.s.,83232,70000.0
29795,5060335,5453591,Objednávka - stravenky,2018-05-04 12:57:02,,543800,61860476,Sodexo Pass Česká republika a.s.,64809447,543800.0
